,features,spliced_features,unspliced_features,gene_count_corr,fit_r2,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,velocity_genes,spearmans_score,velocity_score
KIF21A,KIF21A,KIF21A,KIF21A,0.0149,0.2626417279243469,0.298139475746743,0.5574510298977862,0.19335928613707995,14.309557053505866,0.6111508684108655,0.17770199477672577,0.36806151270866394,0.244172117016203,0.0,0.0,0.43573047063575643,0.5530023696546037,1.3925413098186255,0.9430725015921448,3.7155351349481145,True,0.6591784803532038,0
LRRK2,LRRK2,LRRK2,LRRK2,-0.0121,0.03138577938079834,0.09476416125865267,0.7312043578457299,0.20749230663927337,8.726694362662208,0.658932735522588,0.0338444747030735,0.06591528654098511,0.14198677857602454,0.0,0.0,0.3981057410852015,0.11138015188393115,0.24374350560186753,1.766765599905598,2.530365312138997,True,0.4307805764125303,18
MAP6,MAP6,MAP6,MAP6,-0.1333,0.5130830705165863,3.2684038329160394,18.233975465657522,0.6757551422613735,6.429451522306313,0.022368316361680626,0.06717367470264435,1.4189517498016357,0.3025928564501375,0.0,0.0,0.4672159929814672,0.17333955147569405,4.461503133402559,0.4528165293922929,1.1033107538070928,False,0.7824013179959247,0
LAMB1,LAMB1,LAMB1,LAMB1,-0.0025,-2.0619657039642334,,,,,,,,,,,,,,,,False,0.09651424857054024,0
DLD,DLD,DLD,DLD,-0.012,-0.021586894989013672,,,,,,,,,,,,,,,,False,0.18812224435922772,0
BCAP29,BCAP29,BCAP29,BCAP29,-0.0827,0.1589721441268921,0.18543943379301595,0.47819361499353796,0.1915603600301145,12.475336132050563,0.6635203412175179,0.13104219734668732,0.21773864328861237,0.24710710695797178,0.0,0.0,0.2885641511641449,0.3716785856439184,0.7437083991565581,0.8523256202310516,3.127253543218307,True,0.5878059103701768,15
TMEM209,TMEM209,TMEM209,TMEM209,-0.0294,-0.10815262794494629,,,,,,,,,,,,,,,,False,0.012414343496672477,0
HBP1,HBP1,HBP1,HBP1,-0.0405,-0.40308642387390137,,,,,,,,,,,,,,,,False,0.17113199597361226,0
PRKAR2B,PRKAR2B,PRKAR2B,PRKAR2B,0.0298,-0.21959364414215088,,,,,,,,,,,,,,,,False,0.27631105308069853,0
PIK3CG,PIK3CG,PIK3CG,PIK3CG,-0.0167,-1.0214953422546387,,,,,,,,,,,,,,,,False,0.05881584607427717,0
NAMPTP1,NAMPTP1,NAMPTP1,NAMPTP1,-0.0056,-0.534270167350769,,,,,,,,,,,,,,,,False,0.06166743346392407,0
CEP41,CEP41,CEP41,CEP41,-0.073,0.16465729475021362,0.3434929309995763,3.652132725287555,0.4033549549522749,3.8555053917443503,0.0900593063235283,0.02762487716972828,0.14493510127067566,0.21423726547551275,0.0,0.0,0.320652820468968,0.08200303926411996,0.36657847203956595,1.1635712312469757,1.368161496255881,True,0.5007474147903214,21
ATXN7L1,ATXN7L1,ATXN7L1,ATXN7L1,-0.0184,-3.3902511596679688,,,,,,,,,,,,,,,,False,0.20441710860613854,0
RINT1,RINT1,RINT1,RINT1,0.0082,-0.2977602481842041,,,,,,,,,,,,,,,,False,0.06256803816620479,0
PUS7,PUS7,PUS7,PUS7,-0.0255,-0.058016061782836914,,,,,,,,,,,,,,,,False,0.21125835657176434,0
COPG2,COPG2,COPG2,COPG2,-0.0168,-1.1958632469177246,,,,,,,,,,,,,,,,False,0.04441352020917532,0
SRPK2,SRPK2,SRPK2,SRPK2,-0.0033,-0.24712884426116943,,,,,,,,,,,,,,,,False,0.37964227661520183,0
KMT2E,KMT2E,KMT2E,KMT2E,-0.1542,-0.5096735954284668,,,,,,,,,,,,,,,,False,0.35741044830026153,0
FBXO18,FBXO18,FBXO18,FBXO18,0.0047,-0.4681812524795532,,,,,,,,,,,,,,,,False,0.06976316873050215,0
GDI1,GDI1,GDI1,GDI1,-0.0014,-0.04940080642700195,,,,,,,,,,,,,,,,False,0.027585965595987395,0
ORC5,ORC5,ORC5,ORC5,0.0434,-0.21793913841247559,,,,,,,,,,,,,,,,False,0.3717686964863378,0
RELN,RELN,RELN,RELN,-0.0239,0.7897382527589798,0.27151662430617446,0.12904131285832848,0.3303650620631609,6.405919881099157,4.443495852682325,0.49403321743011475,0.1474386304616928,0.17508344931963757,0.0,0.0,0.4697038431809343,1.8626339417346933,0.5000943188627797,0.965692498444747,2.1262265068539543,True,0.44296542722913385,0
DNAJC2,DNAJC2,DNAJC2,DNAJC2,0.127,-0.13236868381500244,,,,,,,,,,,,,,,,False,0.1302239861583715,0
PMPCB,PMPCB,PMPCB,PMPCB,0.0178,-0.10438382625579834,,,,,,,,,,,,,,,,False,0.06744254634051887,0
NAPEPLD,NAPEPLD,NAPEPLD,NAPEPLD,0.0176,-0.2362276315689087,,,,,,,,,,,,,,,,False,0.19495846503513148,0
FAM185A,FAM185A,FAM185A,FAM185A,-0.0442,-0.16066110134124756,,,,,,,,,,,,,,,,False,0.5477378754171196,0
GSAP,GSAP,GSAP,GSAP,-0.0172,-2.344465494155884,,,,,,,,,,,,,,,,False,0.08346275017124954,0
RSBN1L,RSBN1L,RSBN1L,RSBN1L,-0.0002,-1.2668609619140625,,,,,,,,,,,,,,,,False,0.3456911341196736,0
PHTF2,PHTF2,PHTF2,PHTF2,-0.0718,-0.03689563274383545,,,,,,,,,,,,,,,,False,0.6394397904677563,0
NET1,NET1,NET1,NET1,0.1748,0.05493229627609253,0.3255965015123317,5.136982464732957,0.29391282385599066,4.761991330971528,0.08121169321238997,0.012372815981507301,0.23995541036128998,0.21973154249652793,0.0,0.0,0.4102532292712118,0.03726736816712502,0.5274137897449064,0.676750259652564,3.0741901392156334,True,0.2882895987651839,0
EXOC4,EXOC4,EXOC4,EXOC4,0.024,-1.1880919933319092,,,,,,,,,,,,,,,,False,0.2364054675118684,0
CACNA2D1,CACNA2D1,CACNA2D1,CACNA2D1,-0.1384,0.49867284297943115,0.14687278531211576,0.016434227693865936,0.1611131163150444,20.049574873449835,15.33987418572108,3.1144890785217285,0.257004976272583,0.32558885070737614,0.0,0.0,0.3750140058869844,7.867756475393833,0.5666736740024825,0.5306205798077537,4.782072227598146,False,0.8954690104605675,0
ALG12,ALG12,ALG12,ALG12,0.0558,-0.5339431762695312,,,,,,,,,,,,,,,,False,0.033626955748750666,0
CRELD2,CRELD2,CRELD2,CRELD2,0.0504,-0.05314528942108154,,,,,,,,,,,,,,,,False,0.2561778851079946,0
CLNS1A,CLNS1A,CLNS1A,CLNS1A,0.0898,-0.035057902336120605,,,,,,,,,,,,,,,,False,0.0542117364370551,0
MAPK12,MAPK12,MAPK12,MAPK12,0.0542,0.5023646354675293,0.2529520515324493,0.5588291644838448,0.4391230178467042,8.638119831729314,0.4325153025984765,0.09515515714883804,0.10230192542076111,0.20149311903530992,0.0,0.0,0.4380579737602018,0.334363709818842,0.3617555765146069,1.1974627332643446,1.8571409969381185,True,0.5467198336729017,0
WASL,WASL,WASL,WASL,0.0634,-0.12106955051422119,,,,,,,,,,,,,,,,False,0.08668322330802035,0
NDUFA5,NDUFA5,NDUFA5,NDUFA5,0.0903,-0.039533376693725586,,,,,,,,,,,,,,,,False,0.011690830827887126,0
IQUB,IQUB,IQUB,IQUB,0.0147,-0.5205885171890259,,,,,,,,,,,,,,,,False,0.21832061434264544,0
ATP6AP1,ATP6AP1,ATP6AP1,ATP6AP1,0.0975,-0.09684860706329346,,,,,,,,,,,,,,,,False,0.406411551342459,0
CADPS2,CADPS2,CADPS2,CADPS2,0.0152,-0.5860253572463989,,,,,,,,,,,,,,,,False,0.46629639658653144,0
FAM3C,FAM3C,FAM3C,FAM3C,0.0389,-0.1836543083190918,,,,,,,,,,,,,,,,False,0.20818044461633275,0
ING3,ING3,ING3,ING3,-0.0112,-0.5738284587860107,,,,,,,,,,,,,,,,False,0.07396559184243652,0
TSPAN12,TSPAN12,TSPAN12,TSPAN12,0.0384,-0.30463624000549316,,,,,,,,,,,,,,,,False,0.21263044576878612,0
KCND2,KCND2,KCND2,KCND2,-0.0077,-1.1070737838745117,,,,,,,,,,,,,,,,False,0.22750816079547628,0
ANKRD26,ANKRD26,ANKRD26,ANKRD26,-0.0302,-0.27105283737182617,,,,,,,,,,,,,,,,False,0.2190959147366236,0
LSM8,LSM8,LSM8,LSM8,0.1125,-0.05709421634674072,,,,,,,,,,,,,,,,False,0.10291142693617036,0
CTTNBP2,CTTNBP2,CTTNBP2,CTTNBP2,-0.0551,0.25622183084487915,0.11454592663686841,0.14491980210686642,0.1825004154210247,20.17762013949776,1.7885235615681718,0.24397149682044983,0.16581957042217255,0.27841385525765217,0.0,0.0,0.3185424080801241,0.6549807536250298,0.4477447918535949,0.6923863103939656,4.767477982214989,True,0.7682504317045449,17
SFMBT2,SFMBT2,SFMBT2,SFMBT2,-0.0398,0.6688631176948547,0.32511076701521685,0.3362561700369387,0.663894761150244,8.415146918290194,1.1592405796051026,0.26484498381614685,0.10623585432767868,0.20928096796185788,0.0,0.0,0.4613100595238847,0.8265072772200813,0.3614664964763255,1.0851869509098355,1.1515467679654647,True,0.7972955353089133,10
FOXP2,FOXP2,FOXP2,FOXP2,0.102,0.38825565576553345,0.05911721925016558,0.2638149887237967,0.26541207894600827,8.355227239199664,2.8689314299821853,0.0812685415148735,0.04907672107219696,0.1933878964426608,0.0,0.0,0.2761558060901036,0.2514686277448918,0.16306356974106667,1.2732501286983309,2.234540213580354,True,0.4590720592631606,0
GPR85,GPR85,GPR85,GPR85,-0.0972,-0.11758065223693848,,,,,,,,,,,,,,,,False,0.30883171550114435,0
IFRD1,IFRD1,IFRD1,IFRD1,0.021,-0.1609591245651245,,,,,,,,,,,,,,,,False,0.11098685938779165,0
ZNF277,ZNF277,ZNF277,ZNF277,-0.0178,-0.1468561887741089,,,,,,,,,,,,,,,,False,0.09243740449689133,0
THAP5,THAP5,THAP5,THAP5,-0.014,-0.25896310806274414,,,,,,,,,,,,,,,,False,0.1341684380644009,0
PNPLA8,PNPLA8,PNPLA8,PNPLA8,-0.0459,-0.13116371631622314,,,,,,,,,,,,,,,,False,0.2982274816668252,0
NRCAM,NRCAM,NRCAM,NRCAM,-0.0057,-0.2025696039199829,,,,,,,,,,,,,,,,False,0.6177657932847568,0
GXYLT1,GXYLT1,GXYLT1,GXYLT1,-0.0176,-0.6329127550125122,,,,,,,,,,,,,,,,False,0.2494854718776872,0
YAF2,YAF2,YAF2,YAF2,0.0143,0.7564491778612137,2.1681690665952598,2.8474843415423274,0.548075551343352,10.348222190414045,0.11047713663429022,0.20484952628612518,0.8761215806007385,0.294817613442154,0.0,0.0,0.49155393493891963,0.696413230964143,2.9995031223214905,0.5761942882778505,1.4304700180201948,True,0.6309550014884795,12
ZCRB1,ZCRB1,ZCRB1,ZCRB1,0.0813,0.07486486434936523,0.2774255883519193,1.9384685358526654,0.21400617521792475,10.252712203105311,0.19118529539555312,0.046363070607185364,0.2673599123954773,0.1995375822990083,0.0,0.0,0.4284783154699375,0.15027574168685925,0.887878750611482,1.3649564417658997,2.9748519402431315,True,0.25757740346816893,0
PRICKLE1,PRICKLE1,PRICKLE1,PRICKLE1,0.0151,-0.6708928346633911,,,,,,,,,,,,,,,,False,0.03002343605121928,0
PUS7L,PUS7L,PUS7L,PUS7L,-0.0061,-0.32911038398742676,,,,,,,,,,,,,,,,False,0.03381598466687623,0
TMEM117,TMEM117,TMEM117,TMEM117,-0.0188,-1.4589626789093018,,,,,,,,,,,,,,,,False,0.25305221504089076,0
SLC38A1,SLC38A1,SLC38A1,SLC38A1,-0.0348,-0.5918675661087036,,,,,,,,,,,,,,,,False,0.0959615127291622,0
SLC38A2,SLC38A2,SLC38A2,SLC38A2,-0.0954,-0.1279221773147583,,,,,,,,,,,,,,,,False,0.33636690198738095,0
RPAP3,RPAP3,RPAP3,RPAP3,0.0031,-0.23767507076263428,,,,,,,,,,,,,,,,False,0.06383264983539486,0
ATP23,ATP23,ATP23,ATP23,-0.0145,-0.035311222076416016,,,,,,,,,,,,,,,,False,0.03365248592736206,0
LRIG3,LRIG3,LRIG3,LRIG3,0.0331,-0.07082509994506836,,,,,,,,,,,,,,,,False,0.3243903982928288,0
SLC16A7,SLC16A7,SLC16A7,SLC16A7,-0.0573,0.35260093212127686,0.05699443667882997,0.042118421801187675,0.08504575865447372,20.751979108169287,4.6309423009554544,0.4238074719905853,0.11744613200426102,0.3032266738436691,0.0,0.0,0.2847348255360596,1.0985095825700142,0.3048387868570742,0.6002053771372485,6.908556509668187,True,0.8324274669766094,14
PPM1H,PPM1H,PPM1H,PPM1H,-0.0049,-0.6995536088943481,,,,,,,,,,,,,,,,False,0.4248658381487083,0
TMEM5,TMEM5,TMEM5,TMEM5,0.0059,-0.400051474571228,,,,,,,,,,,,,,,,False,0.0,0
SRGAP1,SRGAP1,SRGAP1,SRGAP1,0.1576,0.8303470760583878,1.2342480562750056,0.8258312826790863,1.2491405399133688,14.0329625612241,0.6659192097187042,0.24317903816699982,0.16980776190757751,6.44382231478592e-05,0.0,0.0,0.49682895656860937,2.208628720854586,0.8204214830786503,4.82807147338127,0.791937425955259,False,0.7469490637800008,0
RPL18A,RPL18A,RPL18A,RPL18A,0.0159,-0.013564109802246094,,,,,,,,,,,,,,,,False,0.11726601121757005,0
XPOT,XPOT,XPOT,XPOT,-0.035,-0.18811416625976562,,,,,,,,,,,,,,,,False,0.18074655130670206,0
TBK1,TBK1,TBK1,TBK1,-0.0105,-0.13084661960601807,,,,,,,,,,,,,,,,False,0.09539000717005977,0
RASSF3,RASSF3,RASSF3,RASSF3,0.0212,0.09667026996612549,0.08394519685770957,0.4149938813719372,0.2271523531811955,7.524325959895199,1.6782904744148255,0.06383558362722397,0.05134870111942291,0.15267972980611402,0.0,0.0,0.44162821396289403,0.1859066357919145,0.2210453147919656,1.2669369901737433,2.086114346373552,True,0.4547824965479248,0
GNS,GNS,GNS,GNS,-0.0496,0.07754629850387573,0.20504607122854282,2.334692863417506,0.3312258523291891,4.667759391790194,0.09798563327640296,0.019935712218284607,0.09613270312547684,0.15057677080366044,0.0,0.0,0.3898754233248181,0.07249381536527065,0.3077903449021536,1.5921355549947904,1.9670724423922552,True,0.2125540827310321,0
ENSGALG00000009859.5,ENSGALG00000009859.5,ENSGALG00000009859.5,ENSGALG00000009859.5,0.0003,-0.14284658432006836,,,,,,,,,,,,,,,,False,0.49389946311287325,0
LEMD3,LEMD3,LEMD3,LEMD3,-0.0203,-1.1575796604156494,,,,,,,,,,,,,,,,False,0.07857155606167408,0
HMGA2,HMGA2,HMGA2,HMGA2,0.0175,-0.42312777042388916,,,,,,,,,,,,,,,,False,0.391074363983517,0
ENSGALG00000009879.6,ENSGALG00000009879.6,ENSGALG00000009879.6,ENSGALG00000009879.6,-0.0807,-0.0887218713760376,,,,,,,,,,,,,,,,False,0.08590838068698385,0
HELB,HELB,HELB,HELB,0.0031,-0.29536497592926025,,,,,,,,,,,,,,,,False,0.245032831444124,0
GRIP1,GRIP1,GRIP1,GRIP1,-0.0217,-1.2298171520233154,,,,,,,,,,,,,,,,False,0.4432017742494593,0
ENSGALG00000033879.2,ENSGALG00000033879.2,ENSGALG00000033879.2,ENSGALG00000033879.2,0.0699,-0.44036078453063965,,,,,,,,,,,,,,,,False,0.17485399909172755,0
DYRK2,DYRK2,DYRK2,DYRK2,-0.06,-0.06481695175170898,,,,,,,,,,,,,,,,False,0.4355452959206189,0
MDM1,MDM1,MDM1,MDM1,0.021,-0.027900338172912598,,,,,,,,,,,,,,,,False,0.31825597567097585,0
RAP1B,RAP1B,RAP1B,RAP1B,0.0198,-0.27272069454193115,,,,,,,,,,,,,,,,False,0.05824576061046764,0
NUP107,NUP107,NUP107,NUP107,0.098,0.07675826549530029,0.12958374247038684,1.2040203492040469,0.2496036613862031,10.798208017646143,0.32380033719042944,0.035186998546123505,0.1286819875240326,0.22694241389843825,0.0,0.0,0.29838842405249655,0.10222629613480264,0.35381188083054693,0.9040309542024891,2.60348403325729,True,0.2459058027169015,0
MDM2,MDM2,MDM2,MDM2,-0.0316,0.049622535705566406,0.23293130127712516,1.1533725759950286,0.24215218950666695,13.094940209477029,0.3531297005464633,0.06659802049398422,0.22332632541656494,0.18577864007968597,0.0,0.0,0.4234821188145977,0.21922786379315873,0.8164554881413693,1.5046595314953213,2.7689790237937255,True,0.31091847657196375,0
ENSGALG00000009959.6,ENSGALG00000009959.6,ENSGALG00000009959.6,ENSGALG00000009959.6,0.0253,0.4009234309196472,0.3011293704778343,1.2392781522501248,0.2581027233466908,10.060428666887212,0.2635000166296959,0.06529884040355682,0.2688775658607483,0.2163523315127226,0.0,0.0,0.45811354551021494,0.21058415837166164,0.7777883655809124,1.0749053153349737,3.1841747352421286,True,0.4386778790759124,0
CPSF6,CPSF6,CPSF6,CPSF6,0.0199,-0.35217297077178955,,,,,,,,,,,,,,,,False,0.13213041492530117,0
FRS2,FRS2,FRS2,FRS2,0.015,-1.0685889720916748,,,,,,,,,,,,,,,,False,0.08220058160185327,0
CCT2,CCT2,CCT2,CCT2,0.0927,-0.0019012689590454102,,,,,,,,,,,,,,,,False,0.11620600036854228,0
CNOT2,CNOT2,CNOT2,CNOT2,-0.0088,-1.1525726318359375,,,,,,,,,,,,,,,,False,0.11332650882036646,0
LGR5,LGR5,LGR5,LGR5,0.0773,0.7937963902950287,0.20540691120987442,0.049657546397197064,0.4933242541851641,7.882826701973173,6.561830141544343,1.032010555267334,0.07431234419345856,0.24303282885127092,0.0,0.0,0.2926991500643231,2.4626549273013736,0.20773166161961854,0.45180555668751055,1.2429245953327601,False,0.682530588556325,0
RAB21,RAB21,RAB21,RAB21,0.0127,-0.08156025409698486,,,,,,,,,,,,,,,,False,0.05066826811978181,0
TBC1D15,TBC1D15,TBC1D15,TBC1D15,-0.0105,-0.23406827449798584,,,,,,,,,,,,,,,,False,0.19071237980323555,0
TRHDE,TRHDE,TRHDE,TRHDE,0.012,0.7941287755966187,0.22266373890115607,0.01698988448974672,0.3083276963058067,7.28969549860332,31.558717031478878,3.634188175201416,0.1632341891527176,0.18911405942730658,0.0,0.0,0.4718500489192611,9.77520268999359,0.5328602223528613,0.945112652028877,2.2660344724767607,False,0.7758211062813595,0
CAPS2,CAPS2,CAPS2,CAPS2,0.0379,-0.7726595401763916,,,,,,,,,,,,,,,,False,0.17111826077528083,0
KRR1,KRR1,KRR1,KRR1,0.0027,-0.07918643951416016,,,,,,,,,,,,,,,,False,0.028937201400359634,0
NAP1L1,NAP1L1,NAP1L1,NAP1L1,0.3401,-0.13033699989318848,,,,,,,,,,,,,,,,False,0.40604251544545045,0
OSBPL8,OSBPL8,OSBPL8,OSBPL8,0.0403,-0.22690987586975098,,,,,,,,,,,,,,,,False,0.1303752435898636,0
ZDHHC17,ZDHHC17,ZDHHC17,ZDHHC17,-0.0325,-1.3369174003601074,,,,,,,,,,,,,,,,False,0.06096594325940001,0
NAV3,NAV3,NAV3,NAV3,0.0293,0.7004370391368866,0.061332371043216136,0.024257434544667833,0.14474478590544254,19.858895036461313,6.9423630767398405,0.4995044767856598,0.057959891855716705,4.3049318722889234e-07,0.0,0.0,0.4577654883270847,3.116238213466468,0.31426877486680094,2.5104666561172446,4.783472768973297,False,0.37123230157266984,0
PAWR,PAWR,PAWR,PAWR,0.0801,0.22768038511276245,0.08425366193489692,0.13660906465649766,0.2501071186401568,7.6859011910911015,4.475402373075485,0.19325602054595947,0.06801136583089828,0.177023854347472,0.0,0.0,0.3711703913301171,0.6414836962438455,0.19128888160600488,1.4031926750381976,2.208117414629614,True,0.5461038482161359,12
PPP1R12A,PPP1R12A,PPP1R12A,PPP1R12A,-0.0414,-0.005603671073913574,,,,,,,,,,,,,,,,False,0.5787184528522005,0
LIN7A,LIN7A,LIN7A,LIN7A,0.0214,0.8889081925153732,1.2857323002436798,0.7323399610715848,0.7366316914149734,8.5308338602605,0.4815157145261765,0.37287846207618713,0.3658968508243561,0.3708396807625233,0.0,0.0,0.49249103641747216,1.750286785508897,1.0626002814909765,0.35029988396741535,1.2761135380057902,True,0.4841140256027915,0
PPFIA2,PPFIA2,PPFIA2,PPFIA2,0.0029,0.3985710144042969,0.07839073002528951,0.029614178591534906,0.18846151315126652,13.40588752818411,11.313348889350891,0.8620691299438477,0.09334412962198257,0.275017935326324,0.0,0.0,0.3189221435237915,2.5456612293490606,0.2565648005673148,0.6337302433843618,3.290695721930284,False,0.6715328041011245,0
TMTC2,TMTC2,TMTC2,TMTC2,0.0427,0.7684759944677353,0.23126432088692533,0.051249246358376584,0.35597991479676194,6.557584116802883,4.868818395137787,1.2871887683868408,0.1249166950583458,0.3384126081267786,0.0,0.0,0.4018266751261872,3.255704973687104,0.3323517885412378,0.4638024535415549,1.8936109387681639,True,0.7173686992051893,0
SLC6A15,SLC6A15,SLC6A15,SLC6A15,-0.024,-1.219545841217041,,,,,,,,,,,,,,,,False,0.25980542124710404,0
ENSGALG00000049176.1,ENSGALG00000049176.1,ENSGALG00000049176.1,ENSGALG00000049176.1,0.0116,-0.7095601558685303,,,,,,,,,,,,,,,,False,0.14007550277884628,0
TMTC3,TMTC3,TMTC3,TMTC3,-0.035,-0.9851409196853638,,,,,,,,,,,,,,,,False,0.15671352963839144,0
KITLG,KITLG,KITLG,KITLG,-0.0228,-0.14486515522003174,,,,,,,,,,,,,,,,False,0.48982037708741505,0
EEA1,EEA1,EEA1,EEA1,-0.0176,-0.31807422637939453,,,,,,,,,,,,,,,,False,0.32590032690886217,0
ENSGALG00000011285.6,ENSGALG00000011285.6,ENSGALG00000011285.6,ENSGALG00000011285.6,0.0181,-0.5484061241149902,,,,,,,,,,,,,,,,False,0.11126364529268272,0
MRPL42,MRPL42,MRPL42,MRPL42,-0.0373,-0.05270051956176758,,,,,,,,,,,,,,,,False,0.12605425332300893,0
CRADD,CRADD,CRADD,CRADD,0.0222,-0.6530869007110596,,,,,,,,,,,,,,,,False,0.2363631209678145,0
PLXNC1,PLXNC1,PLXNC1,PLXNC1,0.0356,0.9043572023510933,0.29694731602074753,0.24264904681807833,0.207960869670364,15.864916110334315,0.487347748875618,0.4078086018562317,0.39538413286209106,0.4913706186338896,0.0,0.0,0.44271279785045314,0.8638614790450944,0.8370755680290789,0.19622995635894241,3.805353086693354,True,0.6226212050678441,46
TMCC3,TMCC3,TMCC3,TMCC3,0.0139,0.8640763610601425,0.5928528524144543,0.290909153064569,0.46269656347210464,6.12847672516445,0.9365597721934319,0.4828539490699768,0.2436027079820633,0.2670926993869539,0.0,0.0,0.4698037934480162,1.3365554605495134,0.626213694473022,0.5062531349924968,1.692947512062818,True,0.621115070812968,0
NDUFA12,NDUFA12,NDUFA12,NDUFA12,0.0619,-0.016375064849853516,,,,,,,,,,,,,,,,False,0.2053184536333978,0
NR2C1,NR2C1,NR2C1,NR2C1,0.0026,-1.0540473461151123,,,,,,,,,,,,,,,,False,0.07182429357867368,0
FGD6,FGD6,FGD6,FGD6,0.0297,-0.0627145767211914,,,,,,,,,,,,,,,,False,0.30205684430918506,0
